number_of_elements,mean_atomic_mass,mean_fie,mean_atomic_radius,mean_Density,mean_ElectronAffinity,mean_FusionHeat,mean_ThermalConductivity,mean_Valence,critical_temp,Type
5,89.33718,740.52,181.0,4716.6858,72.09,7.9244,89.605316,2.6,42.8,0
5,89.33718,740.52,181.0,4716.6858,72.09,7.9244,89.605316,2.6,33.6,0
5,89.33718,740.52,181.0,4716.6858,72.09,7.9244,89.605316,2.6,10.1,0
4,76.4445625,794.0,164.5,4235.85725,77.2375,8.1805,108.756645,2.25,73.2,0
5,89.33718,740.52,181.0,4716.6858,72.09,7.9244,89.605316,2.6,65.6,0
5,89.33718,740.52,181.0,4716.6858,72.09,7.9244,89.605316,2.6,59.0,0
5,89.33718,740.52,181.0,4716.6858,72.09,7.9244,89.605316,2.6,56.1,0
5,89.33718,740.52,181.0,4716.6858,72.09,7.9244,89.605316,2.6,33.9,0
5,89.33718,740.52,181.0,4716.6858,72.09,7.9244,89.605316,2.6,23.5,0
5,89.33718,740.52,181.0,4716.6858,72.09,7.9244,89.605316,2.6,52.9,0
5,89.33718,740.52,181.0,4716.6858,72.09,7.9244,89.605316,2.6,51.7,0
5,89.33718,740.52,181.0,4716.6858,72.09,7.9244,89.605316,2.6,46.0,0
5,89.33718,740.52,181.0,4716.6858,72.09,7.9244,89.605316,2.6,38.0,0
5,89.33718,740.52,181.0,4716.6858,72.09,7.9244,89.605316,2.6,30.7,0
5,89.33718,740.52,181.0,4716.6858,72.09,7.9244,89.605316,2.6,18.7,0
4,76.4445625,794.0,164.5,4235.85725,77.2375,8.1805,108.756645,2.25,41.2,0
5,89.33718,740.52,181.0,4716.6858,72.09,7.9244,89.605316,2.6,38.7,0
5,89.33718,740.52,181.0,4716.6858,72.09,7.9244,89.605316,2.6,35.8,0
5,89.33718,740.52,181.0,4716.6858,72.09,7.9244,89.605316,2.6,27.2,0
5,89.33718,740.52,181.0,4716.6858,72.09,7.9244,89.605316,2.6,14.9,0
4,90.2786,773.025,163.0,4870.35725,82.3375,7.1055,108.756645,2.25,67.4,0
5,100.40441,723.74,179.8,5224.2858,76.17,7.0644,89.605316,2.6,57.2,0
5,100.40441,723.74,179.8,5224.2858,76.17,7.0644,89.605316,2.6,48.3,0
5,100.40441,723.74,179.8,5224.2858,76.17,7.0644,89.605316,2.6,41.3,0
5,100.40441,723.74,179.8,5224.2858,76.17,7.0644,89.605316,2.6,30.2,0
5,100.40441,723.74,179.8,5224.2858,76.17,7.0644,89.605316,2.6,9.2,0
4,90.2786,773.025,163.0,4870.35725,82.3375,7.1055,108.756645,2.25,52.8,0
5,100.40441,723.74,179.8,5224.2858,76.17,7.0644,89.605316,2.6,45.8,0
5,100.40441,723.74,179.8,5224.2858,76.17,7.0644,89.605316,2.6,35.9,0
5,100.40441,723.74,179.8,5224.2858,76.17,7.0644,89.605316,2.6,21.6,0
5,100.40441,723.74,179.8,5224.2858,76.17,7.0644,89.605316,2.6,9.8,0
4,90.2786,773.025,163.0,4870.35725,82.3375,7.1055,108.756645,2.25,34.3,0
5,100.40441,723.74,179.8,5224.2858,76.17,7.0644,89.605316,2.6,26.7,0
5,100.40441,723.74,179.8,5224.2858,76.17,7.0644,89.605316,2.6,16.8,0
4,90.2786,773.025,163.0,4870.35725,82.3375,7.1055,108.756645,2.25,14.0,0
5,100.40441,723.74,179.8,5224.2858,76.17,7.0644,89.605316,2.6,4.1,0
6,94.2669,741.95,168.0,6425.23816666667,79.1216666666667,10.4203333333333,96.1710966666667,3.16666666666667,14.0,0
6,94.2669,741.95,168.0,6425.23816666667,79.1216666666667,10.4203333333333,96.1710966666667,3.16666666666667,25.0,0
6,94.2669,741.95,168.0,6425.23816666667,79.1216666666667,10.4203333333333,96.1710966666667,3.16666666666667,22.0,0
5,101.27365,836.4,165.8,6095.4858,62.09,7.0024,88.665316,2.2,21.0,0
6,91.074375,795.233333333333,170.5,5337.90483333333,52.3866666666667,7.25866666666667,107.221096666667,2.16666666666667,58.0,0
6,91.074375,795.233333333333,170.5,5337.90483333333,52.3866666666667,7.25866666666667,107.221096666667,2.16666666666667,45.0,0
7,107.261364285714,765.757142857143,168.428571428571,6268.20414285714,47.86,6.82171428571429,98.4752257142857,2.28571428571429,60.0,0
7,107.261364285714,765.757142857143,168.428571428571,6268.20414285714,47.86,6.82171428571429,98.4752257142857,2.28571428571429,84.0,1
5,53.79222,847.14,141.4,3256.2858,87.424,26.9724,151.605316,2.4,115.5,1
5,53.79222,847.14,141.4,3256.2858,87.424,26.9724,151.605316,2.4,117.2,1
4,64.2376,787.5,160.0,3505.35725,70.43,7.4655,154.506645,2.0,118.0,1
4,105.313925,787.375,150.5,6080.35725,74.6375,6.3805,116.006645,2.25,92.0,1
4,88.9444675,775.425,160.25,4654.35725,81.8375,6.9055,107.756645,2.25,15.5,0
4,88.9444675,775.425,160.25,4654.35725,81.8375,6.9055,107.756645,2.25,31.5,0
5,55.39328,755.04,148.4,3809.0858,60.64,7.0904,132.805316,2.2,73.0,0
6,83.8915416666667,754.516666666667,162.0,4825.5715,56.75,7.672,114.50443,2.5,35.0,0
6,83.8915416666667,754.516666666667,162.0,4825.5715,56.75,7.672,114.50443,2.5,38.0,0
5,88.45565,796.32,162.4,7416.6858,63.206,13.1444,100.005316,3.2,43.1,0
6,97.19765,751.366666666667,176.5,7287.23816666667,61.255,12.1036666666667,85.50443,3.33333333333333,39.1,0
5,99.11318,791.84,168.0,8218.6858,72.2,12.9244,95.605316,3.6,33.9,0
6,97.19765,751.366666666667,176.5,7287.23816666667,61.255,12.1036666666667,85.50443,3.33333333333333,26.2,0
6,97.19765,751.366666666667,176.5,7287.23816666667,61.255,12.1036666666667,85.50443,3.33333333333333,20.2,0
6,97.19765,751.366666666667,176.5,7287.23816666667,61.255,12.1036666666667,85.50443,3.33333333333333,15.8,0
4,76.4445625,794.0,164.5,4235.85725,77.2375,8.1805,108.756645,2.25,71.2,0
4,76.4445625,794.0,164.5,4235.85725,77.2375,8.1805,108.756645,2.25,58.7,0
4,76.4445625,794.0,164.5,4235.85725,77.2375,8.1805,108.756645,2.25,61.1,0
4,76.4445625,794.0,164.5,4235.85725,77.2375,8.1805,108.756645,2.25,76.3,0
4,76.4445625,794.0,164.5,4235.85725,77.2375,8.1805,108.756645,2.25,55.5,0
4,96.03285,785.4,168.0,5384.35725,82.3375,10.3055,108.256645,2.25,91.5,1
5,88.612919,779.94,164.8,6087.4858,78.91,11.4844,106.605316,2.6,73.0,0
5,88.612919,779.94,164.8,6087.4858,78.91,11.4844,106.605316,2.6,46.0,0
5,88.612919,779.94,164.8,6087.4858,78.91,11.4844,106.605316,2.6,34.0,0
5,88.612919,779.94,164.8,6087.4858,78.91,11.4844,106.605316,2.6,31.0,0
6,80.5237658333333,748.183333333333,169.666666666667,5331.23816666667,66.4033333333333,10.9936666666667,122.171096666667,2.5,64.0,0
6,80.5237658333333,748.183333333333,169.666666666667,5331.23816666667,66.4033333333333,10.9936666666667,122.171096666667,2.5,77.5,1
6,80.5237658333333,748.183333333333,169.666666666667,5331.23816666667,66.4033333333333,10.9936666666667,122.171096666667,2.5,84.5,1
6,89.0509833333333,708.6,187.333333333333,4368.90483333333,61.1633333333333,7.937,80.50443,2.5,69.1,0
6,89.0509833333333,708.6,187.333333333333,4368.90483333333,61.1633333333333,7.937,80.50443,2.5,52.4,0
6,89.0509833333333,708.6,187.333333333333,4368.90483333333,61.1633333333333,7.937,80.50443,2.5,32.1,0
6,89.0509833333333,708.6,187.333333333333,4368.90483333333,61.1633333333333,7.937,80.50443,2.5,21.4,0
6,89.0509833333333,708.6,187.333333333333,4368.90483333333,61.1633333333333,7.937,80.50443,2.5,17.9,0
5,91.50808,831.2,162.2,5511.0858,56.644,6.4304,125.265316,2.0,132.9,1
6,109.084494833333,840.883333333333,164.166666666667,7809.23816666667,84.5866666666667,7.442,157.721096666667,2.5,133.0,1
6,109.084494833333,840.883333333333,164.166666666667,7809.23816666667,84.5866666666667,7.442,157.721096666667,2.5,130.9,1
6,109.084494833333,840.883333333333,164.166666666667,7809.23816666667,84.5866666666667,7.442,157.721096666667,2.5,121.0,1
6,109.084494833333,840.883333333333,164.166666666667,7809.23816666667,84.5866666666667,7.442,157.721096666667,2.5,118.0,1
6,109.084494833333,840.883333333333,164.166666666667,7809.23816666667,84.5866666666667,7.442,157.721096666667,2.5,100.0,1
4,96.4516525,787.4,167.0,5447.85725,82.3375,9.5305,108.756645,2.25,79.6,1
4,96.03285,785.4,168.0,5384.35725,82.3375,10.3055,108.256645,2.25,77.8,1
4,95.45068,783.65,168.0,5316.60725,82.3375,9.5805,108.506645,2.25,76.2,0
4,76.4445625,794.0,164.5,4235.85725,77.2375,8.1805,108.756645,2.25,78.6,1
4,94.8431,781.9,168.5,5255.60725,82.3375,8.1055,107.256645,2.25,73.6,0
4,93.5306,788.7,169.75,5093.10725,82.3375,7.8305,107.256645,2.25,71.8,0
5,82.32534,757.08,152.4,4998.2858,58.7,6.8124,136.205316,2.2,21.0,0
5,82.32534,757.08,152.4,4998.2858,58.7,6.8124,136.205316,2.2,37.0,0
5,82.32534,757.08,152.4,4998.2858,58.7,6.8124,136.205316,2.2,43.0,0
5,82.32534,757.08,152.4,4998.2858,58.7,6.8124,136.205316,2.2,75.0,0
5,82.32534,757.08,152.4,4998.2858,58.7,6.8124,136.205316,2.2,52.0,0
5,82.32534,757.08,152.4,4998.2858,58.7,6.8124,136.205316,2.2,23.0,0
6,83.4220916666667,733.466666666667,162.333333333333,4910.5715,54.1,7.577,116.337763333333,2.33333333333333,85.0,1
6,83.4220916666667,733.466666666667,162.333333333333,4910.5715,54.1,7.577,116.337763333333,2.33333333333333,87.0,1
6,83.4220916666667,733.466666666667,162.333333333333,4910.5715,54.1,7.577,116.337763333333,2.33333333333333,92.0,1
6,83.4220916666667,733.466666666667,162.333333333333,4910.5715,54.1,7.577,116.337763333333,2.33333333333333,93.0,1
5,91.50808,831.2,162.2,5511.0858,56.644,6.4304,125.265316,2.0,130.0,1
4,96.03285,785.4,168.0,5384.35725,82.3375,10.3055,108.256645,2.25,91.8,1
5,94.60745,751.4,176.8,5201.8858,72.09,10.5244,90.005316,2.4,91.8,1
4,89.4450125,771.8,173.25,4777.85725,82.3375,7.0555,107.756645,2.5,90.0,1
5,78.67965,745.0,175.4,3914.6858,63.096,8.1444,94.005316,2.2,81.0,1
6,85.351375,738.866666666667,170.333333333333,4480.5715,70.7133333333333,7.95366666666667,89.50443,2.5,77.0,1
6,85.351375,738.866666666667,170.333333333333,4480.5715,70.7133333333333,7.95366666666667,89.50443,2.5,73.7,0
6,85.351375,738.866666666667,170.333333333333,4480.5715,70.7133333333333,7.95366666666667,89.50443,2.5,69.1,0
6,85.351375,738.866666666667,170.333333333333,4480.5715,70.7133333333333,7.95366666666667,89.50443,2.5,63.8,0
6,85.351375,738.866666666667,170.333333333333,4480.5715,70.7133333333333,7.95366666666667,89.50443,2.5,49.8,0
5,69.17125,753.08,170.4,3698.6858,62.564,8.2524,127.005316,2.2,68.8,0
5,69.17125,753.08,170.4,3698.6858,62.564,8.2524,127.005316,2.2,82.6,1
5,111.51568,821.34,160.4,6538.8858,66.17,5.8224,87.465316,2.4,94.0,1
5,111.51568,821.34,160.4,6538.8858,66.17,5.8224,87.465316,2.4,96.0,1
5,72.89433,782.44,161.4,5170.2858,84.49,9.9844,105.205316,2.2,74.0,0
5,72.89433,782.44,161.4,5170.2858,84.49,9.9844,105.205316,2.2,70.4,0
5,72.89433,782.44,161.4,5170.2858,84.49,9.9844,105.205316,2.2,68.2,0
5,72.89433,782.44,161.4,5170.2858,84.49,9.9844,105.205316,2.2,55.1,0
5,72.89433,782.44,161.4,5170.2858,84.49,9.9844,105.205316,2.2,52.6,0
5,72.89433,782.44,161.4,5170.2858,84.49,9.9844,105.205316,2.2,21.0,0
5,74.23165,816.36,160.0,4816.6858,62.09,8.0144,111.005316,2.2,74.0,0
5,74.23165,816.36,160.0,4816.6858,62.09,8.0144,111.005316,2.2,47.0,0
5,74.23165,816.36,160.0,4816.6858,62.09,8.0144,111.005316,2.2,36.7,0
5,74.23165,816.36,160.0,4816.6858,62.09,8.0144,111.005316,2.2,22.4,0
6,61.7473005333333,901.333333333333,142.333333333333,3358.85416666667,108.966666666667,6.20366666666667,108.675713333333,2.0,70.9,0
6,61.7473005333333,901.333333333333,142.333333333333,3358.85416666667,108.966666666667,6.20366666666667,108.675713333333,2.0,75.1,0
6,61.7473005333333,901.333333333333,142.333333333333,3358.85416666667,108.966666666667,6.20366666666667,108.675713333333,2.0,73.1,0
6,61.7473005333333,901.333333333333,142.333333333333,3358.85416666667,108.966666666667,6.20366666666667,108.675713333333,2.0,86.0,1
6,61.7473005333333,901.333333333333,142.333333333333,3358.85416666667,108.966666666667,6.20366666666667,108.675713333333,2.0,85.8,1
5,45.24836064,975.3,129.6,2628.625,120.46,6.0244,127.010856,1.8,69.1,0
4,94.8431,781.9,168.5,5255.60725,82.3375,8.1055,107.256645,2.25,92.3,1
5,104.05601,730.84,184.2,5532.4858,76.17,7.8644,88.405316,2.6,91.4,1
5,104.05601,730.84,184.2,5532.4858,76.17,7.8644,88.405316,2.6,77.4,1
5,104.05601,730.84,184.2,5532.4858,76.17,7.8644,88.405316,2.6,53.9,0
5,104.05601,730.84,184.2,5532.4858,76.17,7.8644,88.405316,2.6,41.2,0
5,104.05601,730.84,184.2,5532.4858,76.17,7.8644,88.405316,2.6,27.8,0
6,97.4467833333333,731.4,164.0,5260.23816666667,57.5,6.96033333333333,120.00443,2.33333333333333,45.0,0
6,97.4467833333333,731.4,164.0,5260.23816666667,57.5,6.96033333333333,120.00443,2.33333333333333,55.0,0
4,90.2786,773.025,163.0,4870.35725,82.3375,7.1055,108.756645,2.25,91.5,1
6,90.3500083333333,701.35,182.166666666667,4611.90483333333,64.12,7.31033333333333,108.00443,2.5,86.1,1
6,90.3500083333333,701.35,182.166666666667,4611.90483333333,64.12,7.31033333333333,108.00443,2.5,81.4,1
6,90.3500083333333,701.35,182.166666666667,4611.90483333333,64.12,7.31033333333333,108.00443,2.5,70.8,0
7,115.3234,769.185714285714,156.571428571429,7644.48985714286,68.8857142857143,11.5045714285714,121.146654285714,3.28571428571429,108.0,1
5,69.17125,753.08,170.4,3698.6858,62.564,8.2524,127.005316,2.2,73.0,0
5,69.17125,753.08,170.4,3698.6858,62.564,8.2524,127.005316,2.2,53.0,0
4,51.81085,799.125,151.5,3285.35725,68.2,7.4655,158.756645,2.0,10.0,0
6,78.6781333333333,776.416666666667,150.833333333333,5132.5715,63.7833333333333,9.09366666666667,120.337763333333,2.66666666666667,72.0,0
6,78.6781333333333,776.416666666667,150.833333333333,5132.5715,63.7833333333333,9.09366666666667,120.337763333333,2.66666666666667,60.0,0
6,78.6781333333333,776.416666666667,150.833333333333,5132.5715,63.7833333333333,9.09366666666667,120.337763333333,2.66666666666667,57.0,0
6,78.03665,758.633333333333,152.5,5018.5715,71.8833333333333,10.2103333333333,122.837763333333,3.16666666666667,78.0,1
6,78.03665,758.633333333333,152.5,5018.5715,71.8833333333333,10.2103333333333,122.837763333333,3.16666666666667,76.0,0
6,78.03665,758.633333333333,152.5,5018.5715,71.8833333333333,10.2103333333333,122.837763333333,3.16666666666667,74.0,0
6,78.03665,758.633333333333,152.5,5018.5715,71.8833333333333,10.2103333333333,122.837763333333,3.16666666666667,69.0,0
6,78.5269741666667,769.366666666667,151.666666666667,5065.23816666667,61.1666666666667,8.99366666666667,108.45443,2.83333333333333,78.0,1
6,78.5269741666667,769.366666666667,151.666666666667,5065.23816666667,61.1666666666667,8.99366666666667,108.45443,2.83333333333333,76.0,0
6,78.5269741666667,769.366666666667,151.666666666667,5065.23816666667,61.1666666666667,8.99366666666667,108.45443,2.83333333333333,74.0,0
6,78.5269741666667,769.366666666667,151.666666666667,5065.23816666667,61.1666666666667,8.99366666666667,108.45443,2.83333333333333,72.0,0
5,69.229774,747.52,160.2,3857.4858,64.46,7.2324,129.605316,2.2,60.0,0
5,37.99742,898.6,113.2,3262.2858,90.506,35.2644,120.405316,2.6,7.0,0
5,37.99742,898.6,113.2,3262.2858,90.506,35.2644,120.405316,2.6,12.5,0
5,37.99742,898.6,113.2,3262.2858,90.506,35.2644,120.405316,2.6,21.0,0
5,37.99742,898.6,113.2,3262.2858,90.506,35.2644,120.405316,2.6,23.0,0
5,37.99742,898.6,113.2,3262.2858,90.506,35.2644,120.405316,2.6,25.0,0
5,37.99742,898.6,113.2,3262.2858,90.506,35.2644,120.405316,2.6,26.5,0
5,37.99742,898.6,113.2,3262.2858,90.506,35.2644,120.405316,2.6,30.0,0
5,37.99742,898.6,113.2,3262.2858,90.506,35.2644,120.405316,2.6,31.0,0
5,69.795526,777.22,164.4,4926.6858,77.526,11.9044,101.205316,2.8,13.0,0
5,84.70896,769.68,146.8,6126.2858,71.086,9.2044,115.005316,3.0,25.0,0
3,49.66126,855.366666666667,146.666666666667,3373.80966666667,77.99,11.854,84.6755266666667,3.0,8.9,0
6,61.4632083333333,761.983333333333,157.166666666667,3822.73816666667,70.7333333333333,12.177,118.671096666667,2.5,81.5,1
6,61.4632083333333,761.983333333333,157.166666666667,3822.73816666667,70.7333333333333,12.177,118.671096666667,2.5,77.0,1
6,61.4632083333333,761.983333333333,157.166666666667,3822.73816666667,70.7333333333333,12.177,118.671096666667,2.5,73.0,0
6,61.4632083333333,761.983333333333,157.166666666667,3822.73816666667,70.7333333333333,12.177,118.671096666667,2.5,90.0,1
6,61.4632083333333,761.983333333333,157.166666666667,3822.73816666667,70.7333333333333,12.177,118.671096666667,2.5,81.0,1
4,104.3656,891.65,154.25,6501.35725,69.8375,5.903,106.581645,2.0,20.0,0
4,104.3656,891.65,154.25,6501.35725,69.8375,5.903,106.581645,2.0,80.0,1
4,104.3656,891.65,154.25,6501.35725,69.8375,5.903,106.581645,2.0,92.0,1
4,104.3656,891.65,154.25,6501.35725,69.8375,5.903,106.581645,2.0,71.0,0
4,104.3656,891.65,154.25,6501.35725,69.8375,5.903,106.581645,2.0,60.0,0
5,69.17125,753.08,170.4,3698.6858,62.564,8.2524,127.005316,2.2,86.4,1
5,69.17125,753.08,170.4,3698.6858,62.564,8.2524,127.005316,2.2,88.5,1
4,52.1323125,815.725,149.75,3745.85725,74.3425,8.3155,154.256645,2.25,84.4,1
5,69.17125,753.08,170.4,3698.6858,62.564,8.2524,127.005316,2.2,72.9,0
5,53.79222,847.14,141.4,3256.2858,87.424,26.9724,151.605316,2.4,66.0,0
5,53.79222,847.14,141.4,3256.2858,87.424,26.9724,151.605316,2.4,88.0,1
5,53.79222,847.14,141.4,3256.2858,87.424,26.9724,151.605316,2.4,118.0,1
5,53.79222,847.14,141.4,3256.2858,87.424,26.9724,151.605316,2.4,120.0,1
5,35.613233856,879.6,131.2,2296.5286,134.214,5.5324,148.007096,2.4,7.2,0
5,35.613233856,879.6,131.2,2296.5286,134.214,5.5324,148.007096,2.4,19.7,0
5,35.613233856,879.6,131.2,2296.5286,134.214,5.5324,148.007096,2.4,26.9,0
5,35.613233856,879.6,131.2,2296.5286,134.214,5.5324,148.007096,2.4,27.5,0
5,35.613233856,879.6,131.2,2296.5286,134.214,5.5324,148.007096,2.4,27.8,0
5,35.613233856,879.6,131.2,2296.5286,134.214,5.5324,148.007096,2.4,28.5,0
8,111.936475,720.85,161.5,6184.053625,60.5,7.349,96.3783225,2.875,20.0,0
8,111.936475,720.85,161.5,6184.053625,60.5,7.349,96.3783225,2.875,55.0,0
8,111.936475,720.85,161.5,6184.053625,60.5,7.349,96.3783225,2.875,57.5,0
5,80.23848,736.3,169.2,4206.2858,66.644,7.3924,127.005316,2.2,86.0,1
5,82.84008,748.84,174.6,4384.4858,66.644,7.9724,125.805316,2.2,88.0,1
5,84.376144,744.8,173.2,4563.2858,66.644,9.3724,126.805316,2.2,89.0,1
5,85.176922,747.8,172.4,4668.2858,66.644,9.3324,127.005316,2.2,86.0,1
6,103.903966666667,769.1,150.5,5710.23816666667,67.0166666666667,7.58866666666667,113.00443,2.83333333333333,68.0,0
5,91.50808,831.2,162.2,5511.0858,56.644,6.4304,125.265316,2.0,135.5,1
5,91.50808,831.2,162.2,5511.0858,56.644,6.4304,125.265316,2.0,115.0,1
4,100.351275,734.25,171.75,3536.85725,75.1375,5.363,31.506645,2.5,31.8,0
4,89.4450125,771.8,173.25,4777.85725,82.3375,7.0555,107.756645,2.5,92.0,1
5,103.010254,770.22,150.0,5503.4858,82.226,7.7044,91.205316,2.8,11.0,0
5,103.010254,770.22,150.0,5503.4858,82.226,7.7044,91.205316,2.8,10.0,0
5,83.24476,779.88,149.8,4584.2858,73.1,8.1524,128.605316,2.6,79.8,1
4,64.6322175,797.15,145.5,4164.35725,78.9425,7.0405,153.256645,2.25,52.0,0
5,63.30062,839.06,146.4,3472.2858,87.956,26.8644,118.605316,2.4,35.0,0
4,60.6964508,1067.4,110.25,3993.28125,160.85,5.1705,104.26357,2.0,22.0,0
5,83.24476,779.88,149.8,4584.2858,73.1,8.1524,128.605316,2.6,68.2,0
6,79.1928325,776.25,150.166666666667,5303.5715,71.7833333333333,9.49366666666667,123.837763333333,2.83333333333333,66.2,0
6,79.1928325,776.25,150.166666666667,5303.5715,71.7833333333333,9.49366666666667,123.837763333333,2.83333333333333,63.6,0
6,79.1928325,776.25,150.166666666667,5303.5715,71.7833333333333,9.49366666666667,123.837763333333,2.83333333333333,58.9,0
6,79.1928325,776.25,150.166666666667,5303.5715,71.7833333333333,9.49366666666667,123.837763333333,2.83333333333333,51.3,0
6,79.1928325,776.25,150.166666666667,5303.5715,71.7833333333333,9.49366666666667,123.837763333333,2.83333333333333,44.2,0
6,79.1928325,776.25,150.166666666667,5303.5715,71.7833333333333,9.49366666666667,123.837763333333,2.83333333333333,37.1,0
6,79.1928325,776.25,150.166666666667,5303.5715,71.7833333333333,9.49366666666667,123.837763333333,2.83333333333333,88.7,1
6,79.1928325,776.25,150.166666666667,5303.5715,71.7833333333333,9.49366666666667,123.837763333333,2.83333333333333,85.8,1
6,79.1928325,776.25,150.166666666667,5303.5715,71.7833333333333,9.49366666666667,123.837763333333,2.83333333333333,78.9,1
6,79.1928325,776.25,150.166666666667,5303.5715,71.7833333333333,9.49366666666667,123.837763333333,2.83333333333333,58.0,0
5,83.24476,779.88,149.8,4584.2858,73.1,8.1524,128.605316,2.6,60.7,0
6,79.1928325,776.25,150.166666666667,5303.5715,71.7833333333333,9.49366666666667,123.837763333333,2.83333333333333,56.2,0
6,79.1928325,776.25,150.166666666667,5303.5715,71.7833333333333,9.49366666666667,123.837763333333,2.83333333333333,51.1,0
6,79.1928325,776.25,150.166666666667,5303.5715,71.7833333333333,9.49366666666667,123.837763333333,2.83333333333333,46.0,0
6,79.1928325,776.25,150.166666666667,5303.5715,71.7833333333333,9.49366666666667,123.837763333333,2.83333333333333,38.4,0
6,79.1928325,776.25,150.166666666667,5303.5715,71.7833333333333,9.49366666666667,123.837763333333,2.83333333333333,31.3,0
6,90.5213783333333,817.95,144.0,4643.5715,110.366666666667,8.087,107.24593,3.33333333333333,50.7,0
7,86.0087807142857,809.4,145.142857142857,5251.63271428571,103.914285714286,9.246,106.210797142857,3.42857142857143,49.0,0
7,86.0087807142857,809.4,145.142857142857,5251.63271428571,103.914285714286,9.246,106.210797142857,3.42857142857143,46.0,0
7,86.0087807142857,809.4,145.142857142857,5251.63271428571,103.914285714286,9.246,106.210797142857,3.42857142857143,41.5,0
7,86.0087807142857,809.4,145.142857142857,5251.63271428571,103.914285714286,9.246,106.210797142857,3.42857142857143,34.9,0
7,86.0087807142857,809.4,145.142857142857,5251.63271428571,103.914285714286,9.246,106.210797142857,3.42857142857143,28.4,0
7,86.0087807142857,809.4,145.142857142857,5251.63271428571,103.914285714286,9.246,106.210797142857,3.42857142857143,21.1,0
4,76.4445625,794.0,164.5,4235.85725,77.2375,8.1805,108.756645,2.25,61.5,0
4,76.4445625,794.0,164.5,4235.85725,77.2375,8.1805,108.756645,2.25,67.3,0
4,76.4445625,794.0,164.5,4235.85725,77.2375,8.1805,108.756645,2.25,73.6,0
4,94.03645,827.5,138.75,5342.85725,90.4075,8.0555,110.756645,2.75,6.8,0
4,94.03645,827.5,138.75,5342.85725,90.4075,8.0555,110.756645,2.75,8.5,0
7,95.482816,749.342857142857,155.285714285714,5320.91842857143,60.2428571428571,8.79028571428571,99.1466542857143,2.85714285714286,109.0,1
7,95.8986857142857,753.2,154.142857142857,5538.347,58.7428571428571,9.176,100.003797142857,3.0,106.0,1
7,96.3379,752.1,153.428571428571,5767.347,64.8857142857143,9.76171428571429,101.289511428571,3.14285714285714,106.0,1
7,96.4885571428571,752.428571428571,152.714285714286,5921.63271428571,66.8428571428571,9.43314285714286,110.289511428571,3.28571428571429,108.0,1
7,96.908835,761.628571428571,152.0,5961.63271428571,57.6571428571429,8.39028571428571,97.96094,3.0,107.6,1
7,97.0384,767.671428571429,151.285714285714,6019.347,59.9,8.476,108.146654285714,2.85714285714286,24.0,0
7,97.4453142857143,764.4,150.285714285714,6167.06128571429,73.6571428571429,8.96171428571428,109.86094,2.71428571428571,54.0,0
7,98.4005428571429,788.628571428571,149.285714285714,5914.48985714286,57.6571428571429,7.55457142857143,114.003797142857,2.71428571428571,82.3,1
5,83.9503,853.1,149.8,6463.0858,67.246,8.8224,107.465316,2.8,53.0,0
7,96.3379,752.1,153.428571428571,5767.347,64.8857142857143,9.76171428571429,101.289511428571,3.14285714285714,103.7,1
7,96.3379,752.1,153.428571428571,5767.347,64.8857142857143,9.76171428571429,101.289511428571,3.14285714285714,102.5,1
6,92.2584666666667,733.65,167.0,4405.23816666667,63.4916666666667,8.127,110.171096666667,2.5,78.6,1
6,92.2584666666667,733.65,167.0,4405.23816666667,63.4916666666667,8.127,110.171096666667,2.5,82.6,1
6,92.2584666666667,733.65,167.0,4405.23816666667,63.4916666666667,8.127,110.171096666667,2.5,83.5,1
5,83.24476,779.88,149.8,4584.2858,73.1,8.1524,128.605316,2.6,87.6,1
6,92.2584666666667,733.65,167.0,4405.23816666667,63.4916666666667,8.127,110.171096666667,2.5,88.3,1
6,92.2584666666667,733.65,167.0,4405.23816666667,63.4916666666667,8.127,110.171096666667,2.5,87.7,1
6,92.2584666666667,733.65,167.0,4405.23816666667,63.4916666666667,8.127,110.171096666667,2.5,86.3,1
6,92.2584666666667,733.65,167.0,4405.23816666667,63.4916666666667,8.127,110.171096666667,2.5,80.0,1
6,92.2584666666667,733.65,167.0,4405.23816666667,63.4916666666667,8.127,110.171096666667,2.5,82.2,1
6,38.3441833333333,847.066666666667,126.666666666667,2976.90483333333,76.0666666666667,30.8103333333333,133.671096666667,2.5,100.0,1
6,38.3441833333333,847.066666666667,126.666666666667,2976.90483333333,76.0666666666667,30.8103333333333,133.671096666667,2.5,52.0,0
6,46.6286833333333,839.316666666667,132.333333333333,3123.5715,77.5533333333333,30.8103333333333,130.837763333333,2.5,120.0,1
6,66.0894416666667,818.533333333333,149.0,4635.23816666667,103.991666666667,8.60866666666667,87.7052633333333,2.83333333333333,89.0,1
6,66.0894416666667,818.533333333333,149.0,4635.23816666667,103.991666666667,8.60866666666667,87.7052633333333,2.83333333333333,85.0,1
6,66.0894416666667,818.533333333333,149.0,4635.23816666667,103.991666666667,8.60866666666667,87.7052633333333,2.83333333333333,83.0,1
6,66.0894416666667,818.533333333333,149.0,4635.23816666667,103.991666666667,8.60866666666667,87.7052633333333,2.83333333333333,70.0,0
6,65.6147083333333,822.35,150.166666666667,4462.90483333333,87.9416666666667,8.042,85.7052633333333,3.0,85.9,1
6,61.703375,796.416666666667,158.333333333333,3227.90483333333,68.6033333333333,7.282,52.37193,3.0,61.4,0
